prop_comfortable,prop_okay,prop_just,prop_difficult,location,label,population_name,metric_type,housing_tenure
0.05,0.06,0.09,0.81,67,all_mortgage_11_3_35_54_No_TCC_100000,35_54,No_TCC,all_mortgage 100000
0.06,0.09,0.11,0.73,71,all_mortgage_11_3_35_54_No_TCC_100000,35_54,No_TCC,all_mortgage 100000
0.02,0.03,0.03,0.92,73,all_mortgage_11_3_35_54_No_TCC_100000,35_54,No_TCC,all_mortgage 100000
0,0.01,0.02,0.97,75,all_mortgage_11_3_35_54_No_TCC_100000,35_54,No_TCC,all_mortgage 100000
0.07,0.09,0.11,0.73,77,all_mortgage_11_3_35_54_No_TCC_100000,35_54,No_TCC,all_mortgage 100000
0,0.03,0.02,0.95,79,all_mortgage_11_3_35_54_No_TCC_100000,35_54,No_TCC,all_mortgage 100000
0,0.02,0.02,0.96,81,all_mortgage_11_3_35_54_No_TCC_100000,35_54,No_TCC,all_mortgage 100000
0.01,0.03,0.03,0.93,83,all_mortgage_11_3_35_54_No_TCC_100000,35_54,No_TCC,all_mortgage 100000
0,0.02,0.02,0.96,85,all_mortgage_11_3_35_54_No_TCC_100000,35_54,No_TCC,all_mortgage 100000
0,0.03,0.03,0.94,87,all_mortgage_11_3_35_54_No_TCC_100000,35_54,No_TCC,all_mortgage 100000
0.07,0.09,0.12,0.72,89,all_mortgage_11_3_35_54_No_TCC_100000,35_54,No_TCC,all_mortgage 100000
0.04,0.05,0.08,0.84,95,all_mortgage_11_3_35_54_No_TCC_100000,35_54,No_TCC,all_mortgage 100000
0.02,0.03,0.04,0.91,97,all_mortgage_11_3_35_54_No_TCC_100000,35_54,No_TCC,all_mortgage 100000
0.1,0.13,0.14,0.63,99,all_mortgage_11_3_35_54_No_TCC_100000,35_54,No_TCC,all_mortgage 100000
0.13,0.16,0.15,0.56,107,all_mortgage_11_3_35_54_No_TCC_100000,35_54,No_TCC,all_mortgage 100000
0.03,0.04,0.06,0.88,111,all_mortgage_11_3_35_54_No_TCC_100000,35_54,No_TCC,all_mortgage 100000
0.03,0.04,0.05,0.89,113,all_mortgage_11_3_35_54_No_TCC_100000,35_54,No_TCC,all_mortgage 100000
0.38,0.2,0.12,0.29,0,all_mortgage_11_3_18_35_TCC_400000,18_35,TCC,all_mortgage 400000
0.05,0.07,0.1,0.77,1,all_mortgage_11_3_18_35_TCC_400000,18_35,TCC,all_mortgage 400000
0.52,0.18,0.1,0.2,7,all_mortgage_11_3_18_35_TCC_400000,18_35,TCC,all_mortgage 400000
0.13,0.15,0.14,0.59,13,all_mortgage_11_3_18_35_TCC_400000,18_35,TCC,all_mortgage 400000
0.29,0.2,0.14,0.36,17,all_mortgage_11_3_18_35_TCC_400000,18_35,TCC,all_mortgage 400000
0.65,0.14,0.07,0.14,19,all_mortgage_11_3_18_35_TCC_400000,18_35,TCC,all_mortgage 400000
0.44,0.19,0.11,0.26,23,all_mortgage_11_3_18_35_TCC_400000,18_35,TCC,all_mortgage 400000
0.78,0.1,0.04,0.08,25,all_mortgage_11_3_18_35_TCC_400000,18_35,TCC,all_mortgage 400000
0.61,0.16,0.08,0.16,29,all_mortgage_11_3_18_35_TCC_400000,18_35,TCC,all_mortgage 400000
0.75,0.11,0.05,0.09,31,all_mortgage_11_3_18_35_TCC_400000,18_35,TCC,all_mortgage 400000
0.1,0.13,0.13,0.65,37,all_mortgage_11_3_18_35_TCC_400000,18_35,TCC,all_mortgage 400000
0.56,0.17,0.09,0.18,39,all_mortgage_11_3_18_35_TCC_400000,18_35,TCC,all_mortgage 400000
0.04,0.05,0.07,0.84,41,all_mortgage_11_3_18_35_TCC_400000,18_35,TCC,all_mortgage 400000
0.58,0.16,0.08,0.17,47,all_mortgage_11_3_18_35_TCC_400000,18_35,TCC,all_mortgage 400000
0.11,0.14,0.14,0.61,55,all_mortgage_11_3_18_35_TCC_400000,18_35,TCC,all_mortgage 400000
0.12,0.15,0.14,0.59,59,all_mortgage_11_3_18_35_TCC_400000,18_35,TCC,all_mortgage 400000
0.22,0.19,0.14,0.44,61,all_mortgage_11_3_18_35_TCC_400000,18_35,TCC,all_mortgage 400000
0.36,0.2,0.13,0.31,65,all_mortgage_11_3_18_35_TCC_400000,18_35,TCC,all_mortgage 400000
0.34,0.2,0.13,0.33,67,all_mortgage_11_3_18_35_TCC_400000,18_35,TCC,all_mortgage 400000
0.44,0.19,0.11,0.25,71,all_mortgage_11_3_18_35_TCC_400000,18_35,TCC,all_mortgage 400000
0.11,0.14,0.14,0.61,73,all_mortgage_11_3_18_35_TCC_400000,18_35,TCC,all_mortgage 400000
0.03,0.04,0.05,0.88,75,all_mortgage_11_3_18_35_TCC_400000,18_35,TCC,all_mortgage 400000
0.44,0.19,0.11,0.26,77,all_mortgage_11_3_18_35_TCC_400000,18_35,TCC,all_mortgage 400000
0.08,0.1,0.12,0.7,79,all_mortgage_11_3_18_35_TCC_400000,18_35,TCC,all_mortgage 400000
0.04,0.05,0.07,0.84,81,all_mortgage_11_3_18_35_TCC_400000,18_35,TCC,all_mortgage 400000
0.1,0.13,0.14,0.63,83,all_mortgage_11_3_18_35_TCC_400000,18_35,TCC,all_mortgage 400000
0.05,0.06,0.09,0.8,85,all_mortgage_11_3_18_35_TCC_400000,18_35,TCC,all_mortgage 400000
0.07,0.09,0.11,0.74,87,all_mortgage_11_3_18_35_TCC_400000,18_35,TCC,all_mortgage 400000
0.61,0.15,0.08,0.15,89,all_mortgage_11_3_18_35_TCC_400000,18_35,TCC,all_mortgage 400000
0.27,0.2,0.14,0.39,95,all_mortgage_11_3_18_35_TCC_400000,18_35,TCC,all_mortgage 400000
0.13,0.15,0.14,0.58,97,all_mortgage_11_3_18_35_TCC_400000,18_35,TCC,all_mortgage 400000
0.6,0.16,0.08,0.16,99,all_mortgage_11_3_18_35_TCC_400000,18_35,TCC,all_mortgage 400000
0.81,0.09,0.04,0.07,107,all_mortgage_11_3_18_35_TCC_400000,18_35,TCC,all_mortgage 400000
0.18,0.18,0.15,0.49,111,all_mortgage_11_3_18_35_TCC_400000,18_35,TCC,all_mortgage 400000
0.21,0.19,0.15,0.46,113,all_mortgage_11_3_18_35_TCC_400000,18_35,TCC,all_mortgage 400000
0.28,0.21,0.14,0.37,0,all_mortgage_11_3_18_35_TCC_300000,18_35,TCC,all_mortgage 300000
0.05,0.07,0.09,0.8,1,all_mortgage_11_3_18_35_TCC_300000,18_35,TCC,all_mortgage 300000
0.37,0.21,0.13,0.3,7,all_mortgage_11_3_18_35_TCC_300000,18_35,TCC,all_mortgage 300000
0.1,0.13,0.13,0.63,13,all_mortgage_11_3_18_35_TCC_300000,18_35,TCC,all_mortgage 300000
0.23,0.2,0.15,0.43,17,all_mortgage_11_3_18_35_TCC_300000,18_35,TCC,all_mortgage 300000
0.5,0.19,0.1,0.21,19,all_mortgage_11_3_18_35_TCC_300000,18_35,TCC,all_mortgage 300000
0.28,0.2,0.14,0.38,23,all_mortgage_11_3_18_35_TCC_300000,18_35,TCC,all_mortgage 300000
0.62,0.15,0.08,0.15,25,all_mortgage_11_3_18_35_TCC_300000,18_35,TCC,all_mortgage 300000
0.46,0.19,0.11,0.24,29,all_mortgage_11_3_18_35_TCC_300000,18_35,TCC,all_mortgage 300000
0.58,0.16,0.08,0.17,31,all_mortgage_11_3_18_35_TCC_300000,18_35,TCC,all_mortgage 300000
0.08,0.11,0.12,0.69,37,all_mortgage_11_3_18_35_TCC_300000,18_35,TCC,all_mortgage 300000
0.41,0.2,0.12,0.27,39,all_mortgage_11_3_18_35_TCC_300000,18_35,TCC,all_mortgage 300000
0.03,0.04,0.06,0.86,41,all_mortgage_11_3_18_35_TCC_300000,18_35,TCC,all_mortgage 300000
0.44,0.19,0.11,0.25,47,all_mortgage_11_3_18_35_TCC_300000,18_35,TCC,all_mortgage 300000
0.09,0.12,0.13,0.66,55,all_mortgage_11_3_18_35_TCC_300000,18_35,TCC,all_mortgage 300000
0.1,0.13,0.14,0.63,59,all_mortgage_11_3_18_35_TCC_300000,18_35,TCC,all_mortgage 300000
0.18,0.18,0.15,0.5,61,all_mortgage_11_3_18_35_TCC_300000,18_35,TCC,all_mortgage 300000
0.28,0.2,0.14,0.38,65,all_mortgage_11_3_18_35_TCC_300000,18_35,TCC,all_mortgage 300000
0.25,0.2,0.14,0.4,67,all_mortgage_11_3_18_35_TCC_300000,18_35,TCC,all_mortgage 300000
0.34,0.21,0.13,0.32,71,all_mortgage_11_3_18_35_TCC_300000,18_35,TCC,all_mortgage 300000
0.09,0.12,0.13,0.66,73,all_mortgage_11_3_18_35_TCC_300000,18_35,TCC,all_mortgage 300000
0.02,0.03,0.05,0.9,75,all_mortgage_11_3_18_35_TCC_300000,18_35,TCC,all_mortgage 300000
0.34,0.2,0.13,0.32,77,all_mortgage_11_3_18_35_TCC_300000,18_35,TCC,all_mortgage 300000
0.06,0.08,0.1,0.76,79,all_mortgage_11_3_18_35_TCC_300000,18_35,TCC,all_mortgage 300000
0.03,0.04,0.06,0.86,81,all_mortgage_11_3_18_35_TCC_300000,18_35,TCC,all_mortgage 300000
0.08,0.11,0.13,0.68,83,all_mortgage_11_3_18_35_TCC_300000,18_35,TCC,all_mortgage 300000
0.04,0.06,0.08,0.82,85,all_mortgage_11_3_18_35_TCC_300000,18_35,TCC,all_mortgage 300000
0.06,0.07,0.1,0.77,87,all_mortgage_11_3_18_35_TCC_300000,18_35,TCC,all_mortgage 300000
0.45,0.2,0.11,0.24,89,all_mortgage_11_3_18_35_TCC_300000,18_35,TCC,all_mortgage 300000
0.21,0.19,0.15,0.46,95,all_mortgage_11_3_18_35_TCC_300000,18_35,TCC,all_mortgage 300000
0.11,0.13,0.14,0.63,97,all_mortgage_11_3_18_35_TCC_300000,18_35,TCC,all_mortgage 300000
0.48,0.19,0.1,0.23,99,all_mortgage_11_3_18_35_TCC_300000,18_35,TCC,all_mortgage 300000
0.65,0.14,0.07,0.13,107,all_mortgage_11_3_18_35_TCC_300000,18_35,TCC,all_mortgage 300000
0.14,0.16,0.15,0.55,111,all_mortgage_11_3_18_35_TCC_300000,18_35,TCC,all_mortgage 300000
0.15,0.17,0.15,0.53,113,all_mortgage_11_3_18_35_TCC_300000,18_35,TCC,all_mortgage 300000
0.21,0.19,0.15,0.45,0,all_mortgage_11_3_18_35_TCC_200000,18_35,TCC,all_mortgage 200000
0.04,0.05,0.08,0.83,1,all_mortgage_11_3_18_35_TCC_200000,18_35,TCC,all_mortgage 200000
0.26,0.21,0.15,0.39,7,all_mortgage_11_3_18_35_TCC_200000,18_35,TCC,all_mortgage 200000
0.09,0.11,0.13,0.67,13,all_mortgage_11_3_18_35_TCC_200000,18_35,TCC,all_mortgage 200000
0.18,0.18,0.15,0.49,17,all_mortgage_11_3_18_35_TCC_200000,18_35,TCC,all_mortgage 200000
0.38,0.21,0.12,0.29,19,all_mortgage_11_3_18_35_TCC_200000,18_35,TCC,all_mortgage 200000
0.18,0.17,0.15,0.5,23,all_mortgage_11_3_18_35_TCC_200000,18_35,TCC,all_mortgage 200000
0.45,0.2,0.11,0.24,25,all_mortgage_11_3_18_35_TCC_200000,18_35,TCC,all_mortgage 200000
0.34,0.21,0.13,0.32,29,all_mortgage_11_3_18_35_TCC_200000,18_35,TCC,all_mortgage 200000
0.44,0.2,0.11,0.25,31,all_mortgage_11_3_18_35_TCC_200000,18_35,TCC,all_mortgage 200000
0.07,0.09,0.11,0.73,37,all_mortgage_11_3_18_35_TCC_200000,18_35,TCC,all_mortgage 200000
0.3,0.2,0.13,0.36,39,all_mortgage_11_3_18_35_TCC_200000,18_35,TCC,all_mortgage 200000
0.03,0.04,0.05,0.88,41,all_mortgage_11_3_18_35_TCC_200000,18_35,TCC,all_mortgage 200000
0.33,0.21,0.13,0.34,47,all_mortgage_11_3_18_35_TCC_200000,18_35,TCC,all_mortgage 200000
0.08,0.1,0.12,0.71,55,all_mortgage_11_3_18_35_TCC_200000,18_35,TCC,all_mortgage 200000
0.08,0.11,0.13,0.68,59,all_mortgage_11_3_18_35_TCC_200000,18_35,TCC,all_mortgage 200000
0.14,0.16,0.14,0.55,61,all_mortgage_11_3_18_35_TCC_200000,18_35,TCC,all_mortgage 200000
0.22,0.19,0.15,0.44,65,all_mortgage_11_3_18_35_TCC_200000,18_35,TCC,all_mortgage 200000
0.19,0.19,0.15,0.47,67,all_mortgage_11_3_18_35_TCC_200000,18_35,TCC,all_mortgage 200000
0.26,0.2,0.14,0.39,71,all_mortgage_11_3_18_35_TCC_200000,18_35,TCC,all_mortgage 200000
0.07,0.1,0.12,0.71,73,all_mortgage_11_3_18_35_TCC_200000,18_35,TCC,all_mortgage 200000
0.02,0.03,0.04,0.91,75,all_mortgage_11_3_18_35_TCC_200000,18_35,TCC,all_mortgage 200000
0.27,0.2,0.14,0.39,77,all_mortgage_11_3_18_35_TCC_200000,18_35,TCC,all_mortgage 200000
0.05,0.06,0.09,0.8,79,all_mortgage_11_3_18_35_TCC_200000,18_35,TCC,all_mortgage 200000
0.03,0.04,0.06,0.88,81,all_mortgage_11_3_18_35_TCC_200000,18_35,TCC,all_mortgage 200000
0.07,0.09,0.11,0.73,83,all_mortgage_11_3_18_35_TCC_200000,18_35,TCC,all_mortgage 200000
0.04,0.05,0.07,0.85,85,all_mortgage_11_3_18_35_TCC_200000,18_35,TCC,all_mortgage 200000
0.05,0.06,0.09,0.8,87,all_mortgage_11_3_18_35_TCC_200000,18_35,TCC,all_mortgage 200000
0.32,0.21,0.14,0.33,89,all_mortgage_11_3_18_35_TCC_200000,18_35,TCC,all_mortgage 200000
0.16,0.17,0.15,0.52,95,all_mortgage_11_3_18_35_TCC_200000,18_35,TCC,all_mortgage 200000
0.09,0.11,0.13,0.67,97,all_mortgage_11_3_18_35_TCC_200000,18_35,TCC,all_mortgage 200000
0.37,0.2,0.12,0.3,99,all_mortgage_11_3_18_35_TCC_200000,18_35,TCC,all_mortgage 200000
0.5,0.19,0.1,0.21,107,all_mortgage_11_3_18_35_TCC_200000,18_35,TCC,all_mortgage 200000
0.12,0.14,0.14,0.6,111,all_mortgage_11_3_18_35_TCC_200000,18_35,TCC,all_mortgage 200000
0.12,0.14,0.14,0.6,113,all_mortgage_11_3_18_35_TCC_200000,18_35,TCC,all_mortgage 200000
0.15,0.17,0.15,0.52,0,all_mortgage_11_3_18_35_TCC_100000,18_35,TCC,all_mortgage 100000
0.04,0.05,0.07,0.85,1,all_mortgage_11_3_18_35_TCC_100000,18_35,TCC,all_mortgage 100000
0.18,0.19,0.15,0.48,7,all_mortgage_11_3_18_35_TCC_100000,18_35,TCC,all_mortgage 100000
0.07,0.1,0.11,0.72,13,all_mortgage_11_3_18_35_TCC_100000,18_35,TCC,all_mortgage 100000
0.14,0.16,0.15,0.56,17,all_mortgage_11_3_18_35_TCC_100000,18_35,TCC,all_mortgage 100000
0.28,0.21,0.14,0.37,19,all_mortgage_11_3_18_35_TCC_100000,18_35,TCC,all_mortgage 100000
0.12,0.14,0.14,0.6,23,all_mortgage_11_3_18_35_TCC_100000,18_35,TCC,all_mortgage 100000
0.33,0.21,0.13,0.33,25,all_mortgage_11_3_18_35_TCC_100000,18_35,TCC,all_mortgage 100000
0.25,0.21,0.15,0.4,29,all_mortgage_11_3_18_35_TCC_100000,18_35,TCC,all_mortgage 100000
0.32,0.21,0.13,0.34,31,all_mortgage_11_3_18_35_TCC_100000,18_35,TCC,all_mortgage 100000
0.05,0.07,0.1,0.78,37,all_mortgage_11_3_18_35_TCC_100000,18_35,TCC,all_mortgage 100000
0.22,0.19,0.15,0.44,39,all_mortgage_11_3_18_35_TCC_100000,18_35,TCC,all_mortgage 100000
0.03,0.03,0.05,0.89,41,all_mortgage_11_3_18_35_TCC_100000,18_35,TCC,all_mortgage 100000
0.24,0.2,0.15,0.41,47,all_mortgage_11_3_18_35_TCC_100000,18_35,TCC,all_mortgage 100000
0.06,0.08,0.1,0.76,55,all_mortgage_11_3_18_35_TCC_100000,18_35,TCC,all_mortgage 100000
0.07,0.09,0.11,0.73,59,all_mortgage_11_3_18_35_TCC_100000,18_35,TCC,all_mortgage 100000
0.11,0.14,0.14,0.62,61,all_mortgage_11_3_18_35_TCC_100000,18_35,TCC,all_mortgage 100000
0.17,0.18,0.15,0.5,65,all_mortgage_11_3_18_35_TCC_100000,18_35,TCC,all_mortgage 100000
0.14,0.16,0.15,0.54,67,all_mortgage_11_3_18_35_TCC_100000,18_35,TCC,all_mortgage 100000
0.2,0.19,0.15,0.46,71,all_mortgage_11_3_18_35_TCC_100000,18_35,TCC,all_mortgage 100000
0.06,0.08,0.1,0.76,73,all_mortgage_11_3_18_35_TCC_100000,18_35,TCC,all_mortgage 100000
0.02,0.03,0.04,0.92,75,all_mortgage_11_3_18_35_TCC_100000,18_35,TCC,all_mortgage 100000
0.21,0.19,0.15,0.45,77,all_mortgage_11_3_18_35_TCC_100000,18_35,TCC,all_mortgage 100000
0.04,0.05,0.07,0.84,79,all_mortgage_11_3_18_35_TCC_100000,18_35,TCC,all_mortgage 100000
0.03,0.03,0.05,0.89,81,all_mortgage_11_3_18_35_TCC_100000,18_35,TCC,all_mortgage 100000
0.05,0.07,0.1,0.78,83,all_mortgage_11_3_18_35_TCC_100000,18_35,TCC,all_mortgage 100000
0.03,0.04,0.06,0.86,85,all_mortgage_11_3_18_35_TCC_100000,18_35,TCC,all_mortgage 100000
0.04,0.05,0.08,0.83,87,all_mortgage_11_3_18_35_TCC_100000,18_35,TCC,all_mortgage 100000
0.23,0.2,0.15,0.42,89,all_mortgage_11_3_18_35_TCC_100000,18_35,TCC,all_mortgage 100000
0.12,0.14,0.14,0.6,95,all_mortgage_11_3_18_35_TCC_100000,18_35,TCC,all_mortgage 100000
0.07,0.09,0.11,0.72,97,all_mortgage_11_3_18_35_TCC_100000,18_35,TCC,all_mortgage 100000
0.29,0.2,0.14,0.37,99,all_mortgage_11_3_18_35_TCC_100000,18_35,TCC,all_mortgage 100000
0.37,0.21,0.12,0.3,107,all_mortgage_11_3_18_35_TCC_100000,18_35,TCC,all_mortgage 100000
0.09,0.12,0.13,0.66,111,all_mortgage_11_3_18_35_TCC_100000,18_35,TCC,all_mortgage 100000
0.09,0.11,0.13,0.67,113,all_mortgage_11_3_18_35_TCC_100000,18_35,TCC,all_mortgage 100000
0.14,0.15,0.14,0.57,0,all_mortgage_11_3_18_35_No_TCC_400000,18_35,No_TCC,all_mortgage 400000
0.01,0.02,0.03,0.93,1,all_mortgage_11_3_18_35_No_TCC_400000,18_35,No_TCC,all_mortgage 400000
0.25,0.17,0.14,0.43,7,all_mortgage_11_3_18_35_No_TCC_400000,18_35,No_TCC,all_mortgage 400000
0.04,0.05,0.07,0.85,13,all_mortgage_11_3_18_35_No_TCC_400000,18_35,No_TCC,all_mortgage 400000
0.09,0.12,0.13,0.66,17,all_mortgage_11_3_18_35_No_TCC_400000,18_35,No_TCC,all_mortgage 400000
0.37,0.19,0.12,0.31,19,all_mortgage_11_3_18_35_No_TCC_400000,18_35,No_TCC,all_mortgage 400000
0.21,0.14,0.13,0.52,23,all_mortgage_11_3_18_35_No_TCC_400000,18_35,No_TCC,all_mortgage 400000
0.56,0.16,0.09,0.19,25,all_mortgage_11_3_18_35_No_TCC_400000,18_35,No_TCC,all_mortgage 400000
0.33,0.19,0.13,0.35,29,all_mortgage_11_3_18_35_No_TCC_400000,18_35,No_TCC,all_mortgage 400000
0.51,0.17,0.1,0.23,31,all_mortgage_11_3_18_35_No_TCC_400000,18_35,No_TCC,all_mortgage 400000
0.03,0.04,0.05,0.88,37,all_mortgage_11_3_18_35_No_TCC_400000,18_35,No_TCC,all_mortgage 400000
0.3,0.18,0.13,0.39,39,all_mortgage_11_3_18_35_No_TCC_400000,18_35,No_TCC,all_mortgage 400000
0,0.03,0.02,0.95,41,all_mortgage_11_3_18_35_No_TCC_400000,18_35,No_TCC,all_mortgage 400000
0.31,0.18,0.13,0.37,47,all_mortgage_11_3_18_35_No_TCC_400000,18_35,No_TCC,all_mortgage 400000
0.03,0.04,0.06,0.86,55,all_mortgage_11_3_18_35_No_TCC_400000,18_35,No_TCC,all_mortgage 400000
0.04,0.05,0.07,0.85,59,all_mortgage_11_3_18_35_No_TCC_400000,18_35,No_TCC,all_mortgage 400000
0.07,0.09,0.11,0.74,61,all_mortgage_11_3_18_35_No_TCC_400000,18_35,No_TCC,all_mortgage 400000
0.13,0.14,0.14,0.59,65,all_mortgage_11_3_18_35_No_TCC_400000,18_35,No_TCC,all_mortgage 400000
0.12,0.13,0.14,0.61,67,all_mortgage_11_3_18_35_No_TCC_400000,18_35,No_TCC,all_mortgage 400000
0.18,0.17,0.14,0.51,71,all_mortgage_11_3_18_35_No_TCC_400000,18_35,No_TCC,all_mortgage 400000
0.03,0.04,0.06,0.86,73,all_mortgage_11_3_18_35_No_TCC_400000,18_35,No_TCC,all_mortgage 400000
0,0.02,0.02,0.97,75,all_mortgage_11_3_18_35_No_TCC_400000,18_35,No_TCC,all_mortgage 400000
0.18,0.17,0.14,0.51,77,all_mortgage_11_3_18_35_No_TCC_400000,18_35,No_TCC,all_mortgage 400000
0.02,0.03,0.04,0.91,79,all_mortgage_11_3_18_35_No_TCC_400000,18_35,No_TCC,all_mortgage 400000
0,0.02,0.02,0.96,81,all_mortgage_11_3_18_35_No_TCC_400000,18_35,No_TCC,all_mortgage 400000
0.03,0.04,0.06,0.87,83,all_mortgage_11_3_18_35_No_TCC_400000,18_35,No_TCC,all_mortgage 400000
0,0.03,0.02,0.95,85,all_mortgage_11_3_18_35_No_TCC_400000,18_35,No_TCC,all_mortgage 400000
0.02,0.03,0.03,0.92,87,all_mortgage_11_3_18_35_No_TCC_400000,18_35,No_TCC,all_mortgage 400000
0.34,0.18,0.13,0.34,89,all_mortgage_11_3_18_35_No_TCC_400000,18_35,No_TCC,all_mortgage 400000
0.09,0.11,0.12,0.68,95,all_mortgage_11_3_18_35_No_TCC_400000,18_35,No_TCC,all_mortgage 400000
0.04,0.05,0.07,0.84,97,all_mortgage_11_3_18_35_No_TCC_400000,18_35,No_TCC,all_mortgage 400000
0.32,0.19,0.13,0.36,99,all_mortgage_11_3_18_35_No_TCC_400000,18_35,No_TCC,all_mortgage 400000
0.6,0.15,0.08,0.17,107,all_mortgage_11_3_18_35_No_TCC_400000,18_35,No_TCC,all_mortgage 400000
0.05,0.07,0.1,0.78,111,all_mortgage_11_3_18_35_No_TCC_400000,18_35,No_TCC,all_mortgage 400000
0.06,0.08,0.1,0.76,113,all_mortgage_11_3_18_35_No_TCC_400000,18_35,No_TCC,all_mortgage 400000
0.09,0.11,0.13,0.68,0,all_mortgage_11_3_18_35_No_TCC_300000,18_35,No_TCC,all_mortgage 300000
0.01,0.02,0.03,0.94,1,all_mortgage_11_3_18_35_No_TCC_300000,18_35,No_TCC,all_mortgage 300000
0.13,0.15,0.14,0.58,7,all_mortgage_11_3_18_35_No_TCC_300000,18_35,No_TCC,all_mortgage 300000
0.03,0.04,0.06,0.87,13,all_mortgage_11_3_18_35_No_TCC_300000,18_35,No_TCC,all_mortgage 300000
0.07,0.09,0.11,0.73,17,all_mortgage_11_3_18_35_No_TCC_300000,18_35,No_TCC,all_mortgage 300000
0.22,0.19,0.14,0.45,19,all_mortgage_11_3_18_35_No_TCC_300000,18_35,No_TCC,all_mortgage 300000
0.09,0.11,0.12,0.68,23,all_mortgage_11_3_18_35_No_TCC_300000,18_35,No_TCC,all_mortgage 300000
0.33,0.2,0.13,0.34,25,all_mortgage_11_3_18_35_No_TCC_300000,18_35,No_TCC,all_mortgage 300000
0.19,0.18,0.15,0.49,29,all_mortgage_11_3_18_35_No_TCC_300000,18_35,No_TCC,all_mortgage 300000
0.3,0.19,0.14,0.37,31,all_mortgage_11_3_18_35_No_TCC_300000,18_35,No_TCC,all_mortgage 300000
0.02,0.03,0.04,0.9,37,all_mortgage_11_3_18_35_No_TCC_300000,18_35,No_TCC,all_mortgage 300000
0.17,0.15,0.14,0.54,39,all_mortgage_11_3_18_35_No_TCC_300000,18_35,No_TCC,all_mortgage 300000
0,0.02,0.02,0.96,41,all_mortgage_11_3_18_35_No_TCC_300000,18_35,No_TCC,all_mortgage 300000
0.18,0.17,0.14,0.51,47,all_mortgage_11_3_18_35_No_TCC_300000,18_35,No_TCC,all_mortgage 300000
0.03,0.04,0.05,0.89,55,all_mortgage_11_3_18_35_No_TCC_300000,18_35,No_TCC,all_mortgage 300000
0.03,0.04,0.06,0.88,59,all_mortgage_11_3_18_35_No_TCC_300000,18_35,No_TCC,all_mortgage 300000
0.05,0.07,0.09,0.79,61,all_mortgage_11_3_18_35_No_TCC_300000,18_35,No_TCC,all_mortgage 300000
0.09,0.11,0.13,0.67,65,all_mortgage_11_3_18_35_No_TCC_300000,18_35,No_TCC,all_mortgage 300000
0.08,0.1,0.12,0.7,67,all_mortgage_11_3_18_35_No_TCC_300000,18_35,No_TCC,all_mortgage 300000
0.11,0.14,0.14,0.61,71,all_mortgage_11_3_18_35_No_TCC_300000,18_35,No_TCC,all_mortgage 300000
0.03,0.03,0.05,0.89,73,all_mortgage_11_3_18_35_No_TCC_300000,18_35,No_TCC,all_mortgage 300000
0,0.01,0.02,0.97,75,all_mortgage_11_3_18_35_No_TCC_300000,18_35,No_TCC,all_mortgage 300000
0.12,0.14,0.14,0.61,77,all_mortgage_11_3_18_35_No_TCC_300000,18_35,No_TCC,all_mortgage 300000
0.02,0.02,0.03,0.93,79,all_mortgage_11_3_18_35_No_TCC_300000,18_35,No_TCC,all_mortgage 300000
0,0.02,0.02,0.96,81,all_mortgage_11_3_18_35_No_TCC_300000,18_35,No_TCC,all_mortgage 300000
0.02,0.03,0.04,0.9,83,all_mortgage_11_3_18_35_No_TCC_300000,18_35,No_TCC,all_mortgage 300000
0,0.03,0.02,0.95,85,all_mortgage_11_3_18_35_No_TCC_300000,18_35,No_TCC,all_mortgage 300000
0.01,0.02,0.03,0.93,87,all_mortgage_11_3_18_35_No_TCC_300000,18_35,No_TCC,all_mortgage 300000
0.18,0.17,0.15,0.5,89,all_mortgage_11_3_18_35_No_TCC_300000,18_35,No_TCC,all_mortgage 300000
0.06,0.08,0.1,0.76,95,all_mortgage_11_3_18_35_No_TCC_300000,18_35,No_TCC,all_mortgage 300000
0.03,0.04,0.06,0.87,97,all_mortgage_11_3_18_35_No_TCC_300000,18_35,No_TCC,all_mortgage 300000
0.2,0.18,0.14,0.48,99,all_mortgage_11_3_18_35_No_TCC_300000,18_35,No_TCC,all_mortgage 300000
0.37,0.2,0.12,0.31,107,all_mortgage_11_3_18_35_No_TCC_300000,18_35,No_TCC,all_mortgage 300000
0.04,0.05,0.08,0.83,111,all_mortgage_11_3_18_35_No_TCC_300000,18_35,No_TCC,all_mortgage 300000
0.05,0.06,0.08,0.82,113,all_mortgage_11_3_18_35_No_TCC_300000,18_35,No_TCC,all_mortgage 300000
0.06,0.08,0.11,0.75,0,all_mortgage_11_3_18_35_No_TCC_200000,18_35,No_TCC,all_mortgage 200000
0,0.03,0.02,0.95,1,all_mortgage_11_3_18_35_No_TCC_200000,18_35,No_TCC,all_mortgage 200000
0.08,0.1,0.12,0.7,7,all_mortgage_11_3_18_35_No_TCC_200000,18_35,No_TCC,all_mortgage 200000
0.03,0.03,0.05,0.89,13,all_mortgage_11_3_18_35_No_TCC_200000,18_35,No_TCC,all_mortgage 200000
0.05,0.07,0.1,0.78,17,all_mortgage_11_3_18_35_No_TCC_200000,18_35,No_TCC,all_mortgage 200000
0.13,0.15,0.15,0.57,19,all_mortgage_11_3_18_35_No_TCC_200000,18_35,No_TCC,all_mortgage 200000
0.05,0.07,0.09,0.79,23,all_mortgage_11_3_18_35_No_TCC_200000,18_35,No_TCC,all_mortgage 200000
